fecha,dia_semana,producto,unidades_producidas_formula_ingenua,unidades_vendidas,unidades_desperdiciadas,ventas_perdidas_por_faltante,precio_unitario,costo_produccion_unitario,en_promocion,evento_especial,ingreso,costo_desperdicio_pesos
2025-08-13,Wednesday,Chocolate Rellena,182,119,63,0,24,9.0,False,,2856,567.0
2025-08-14,Thursday,Chocolate Rellena,178,178,0,8,24,9.0,False,,4272,0.0
2025-08-15,Friday,Chocolate Rellena,182,182,0,60,24,9.0,False,Quincena,4368,0.0
2025-08-16,Saturday,Chocolate Rellena,186,186,0,91,24,9.0,False,,4464,0.0
2025-08-17,Sunday,Chocolate Rellena,188,188,0,40,24,9.0,False,,4512,0.0
2025-08-18,Monday,Chocolate Rellena,189,99,90,0,24,9.0,False,,2376,810.0
2025-08-19,Tuesday,Chocolate Rellena,186,129,57,0,24,9.0,False,,3096,513.0
2025-08-20,Wednesday,Chocolate Rellena,183,134,49,0,24,9.0,False,,3216,441.0
2025-08-21,Thursday,Chocolate Rellena,185,153,32,0,24,9.0,False,,3672,288.0
2025-08-22,Friday,Chocolate Rellena,180,180,0,33,24,9.0,False,,4320,0.0
2025-08-23,Saturday,Chocolate Rellena,176,176,0,48,24,9.0,False,,4224,0.0
2025-08-24,Sunday,Chocolate Rellena,169,169,0,76,24,9.0,False,,4056,0.0
2025-08-25,Monday,Chocolate Rellena,171,115,56,0,24,9.0,False,,2760,504.0
2025-08-26,Tuesday,Chocolate Rellena,173,155,18,0,24,9.0,False,,3720,162.0
2025-08-27,Wednesday,Chocolate Rellena,177,169,8,0,24,9.0,False,,4056,72.0
2025-08-28,Thursday,Chocolate Rellena,182,182,0,60,24,9.0,True,,4368,0.0
2025-08-29,Friday,Chocolate Rellena,195,195,0,52,24,9.0,False,,4680,0.0
2025-08-30,Saturday,Chocolate Rellena,200,200,0,129,24,9.0,False,Quincena,4800,0.0
2025-08-31,Sunday,Chocolate Rellena,215,213,2,0,24,9.0,False,Quincena,5112,18.0
2025-09-01,Monday,Chocolate Rellena,210,129,81,0,24,9.0,False,Quincena,3096,729.0
2025-09-02,Tuesday,Chocolate Rellena,212,104,108,0,24,9.0,False,,2496,972.0
2025-09-03,Wednesday,Chocolate Rellena,205,150,55,0,24,9.0,False,,3600,495.0
2025-09-04,Thursday,Chocolate Rellena,202,165,37,0,24,9.0,False,,3960,333.0
2025-09-05,Friday,Chocolate Rellena,191,191,0,47,24,9.0,False,,4584,0.0
2025-09-06,Saturday,Chocolate Rellena,190,190,0,76,24,9.0,False,,4560,0.0
2025-09-07,Sunday,Chocolate Rellena,181,181,0,50,24,9.0,False,,4344,0.0
2025-09-08,Monday,Chocolate Rellena,183,104,79,0,24,9.0,False,,2496,711.0
2025-09-09,Tuesday,Chocolate Rellena,180,180,0,1,24,9.0,True,,4320,0.0
2025-09-10,Wednesday,Chocolate Rellena,191,158,33,0,24,9.0,False,,3792,297.0
2025-09-11,Thursday,Chocolate Rellena,192,179,13,0,24,9.0,False,,4296,117.0
2025-09-12,Friday,Chocolate Rellena,194,194,0,4,24,9.0,False,,4656,0.0
2025-09-13,Saturday,Chocolate Rellena,188,188,0,49,24,9.0,False,,4512,0.0
2025-09-14,Sunday,Chocolate Rellena,184,184,0,51,24,9.0,False,,4416,0.0
2025-09-15,Monday,Chocolate Rellena,185,134,51,0,24,9.0,False,Quincena,3216,459.0
2025-09-16,Tuesday,Chocolate Rellena,189,145,44,0,24,9.0,False,,3480,396.0
2025-09-17,Wednesday,Chocolate Rellena,184,144,40,0,24,9.0,False,,3456,360.0
2025-09-18,Thursday,Chocolate Rellena,182,171,11,0,24,9.0,False,,4104,99.0
2025-09-19,Friday,Chocolate Rellena,181,181,0,60,24,9.0,False,,4344,0.0
2025-09-20,Saturday,Chocolate Rellena,187,187,0,94,24,9.0,False,,4488,0.0
2025-09-21,Sunday,Chocolate Rellena,193,193,0,25,24,9.0,False,,4632,0.0
2025-09-22,Monday,Chocolate Rellena,191,112,79,0,24,9.0,False,,2688,711.0
2025-09-23,Tuesday,Chocolate Rellena,187,156,31,0,24,9.0,False,,3744,279.0
2025-09-24,Wednesday,Chocolate Rellena,189,149,40,0,24,9.0,False,,3576,360.0
2025-09-25,Thursday,Chocolate Rellena,190,187,3,0,24,9.0,False,,4488,27.0
2025-09-26,Friday,Chocolate Rellena,192,192,0,48,24,9.0,False,,4608,0.0
2025-09-27,Saturday,Chocolate Rellena,192,192,0,62,24,9.0,False,,4608,0.0
2025-09-28,Sunday,Chocolate Rellena,188,188,0,45,24,9.0,False,,4512,0.0
2025-09-29,Monday,Chocolate Rellena,190,118,72,0,24,9.0,False,,2832,648.0
2025-09-30,Tuesday,Chocolate Rellena,191,162,29,0,24,9.0,False,Quincena,3888,261.0
2025-10-01,Wednesday,Chocolate Rellena,192,170,22,0,24,9.0,False,Quincena,4080,198.0
2025-10-02,Thursday,Chocolate Rellena,195,171,24,0,24,9.0,False,,4104,216.0
2025-10-03,Friday,Chocolate Rellena,193,193,0,5,24,9.0,False,,4632,0.0
2025-10-04,Saturday,Chocolate Rellena,187,187,0,107,24,9.0,True,,4488,0.0
2025-10-05,Sunday,Chocolate Rellena,192,192,0,26,24,9.0,False,,4608,0.0
2025-10-06,Monday,Chocolate Rellena,190,99,91,0,24,9.0,False,,2376,819.0
2025-10-07,Tuesday,Chocolate Rellena,187,139,48,0,24,9.0,False,,3336,432.0
2025-10-08,Wednesday,Chocolate Rellena,184,143,41,0,24,9.0,False,,3432,369.0
2025-10-09,Thursday,Chocolate Rellena,180,174,6,0,24,9.0,False,,4176,54.0
2025-10-10,Friday,Chocolate Rellena,181,181,0,29,24,9.0,False,,4344,0.0
2025-10-11,Saturday,Chocolate Rellena,182,182,0,90,24,9.0,False,,4368,0.0
2025-10-12,Sunday,Chocolate Rellena,179,179,0,25,24,9.0,False,,4296,0.0
2025-10-13,Monday,Chocolate Rellena,177,110,67,0,24,9.0,False,,2640,603.0
2025-10-14,Tuesday,Chocolate Rellena,179,129,50,0,24,9.0,False,,3096,450.0
2025-10-15,Wednesday,Chocolate Rellena,177,177,0,23,24,9.0,False,Quincena,4248,0.0
2025-10-16,Thursday,Chocolate Rellena,186,149,37,0,24,9.0,False,,3576,333.0
2025-10-17,Friday,Chocolate Rellena,182,182,0,42,24,9.0,False,,4368,0.0
2025-10-18,Saturday,Chocolate Rellena,184,184,0,84,24,9.0,False,,4416,0.0
2025-10-19,Sunday,Chocolate Rellena,183,183,0,8,24,9.0,False,,4392,0.0
2025-10-20,Monday,Chocolate Rellena,182,127,55,0,24,9.0,False,,3048,495.0
2025-10-21,Tuesday,Chocolate Rellena,184,152,32,0,24,9.0,False,,3648,288.0
2025-10-22,Wednesday,Chocolate Rellena,187,137,50,0,24,9.0,False,,3288,450.0
2025-10-23,Thursday,Chocolate Rellena,178,178,0,31,24,9.0,True,,4272,0.0
2025-10-24,Friday,Chocolate Rellena,187,187,0,48,24,9.0,False,,4488,0.0
2025-10-25,Saturday,Chocolate Rellena,188,188,0,50,24,9.0,False,,4512,0.0
2025-10-26,Sunday,Chocolate Rellena,184,184,0,52,24,9.0,False,,4416,0.0
2025-10-27,Monday,Chocolate Rellena,191,111,80,0,24,9.0,False,,2664,720.0
2025-10-28,Tuesday,Chocolate Rellena,188,141,47,0,24,9.0,False,,3384,423.0
2025-10-29,Wednesday,Chocolate Rellena,187,139,48,0,24,9.0,False,,3336,432.0
2025-10-30,Thursday,Chocolate Rellena,187,187,0,7,24,9.0,False,Quincena,4488,0.0
2025-10-31,Friday,Chocolate Rellena,185,185,0,76,24,9.0,False,Quincena,4440,0.0
2025-11-01,Saturday,Chocolate Rellena,189,189,0,112,24,9.0,False,Quincena,4536,0.0
2025-11-02,Sunday,Chocolate Rellena,198,198,0,44,24,9.0,False,,4752,0.0
2025-11-03,Monday,Chocolate Rellena,198,127,71,0,24,9.0,False,,3048,639.0
2025-11-04,Tuesday,Chocolate Rellena,201,137,64,0,24,9.0,False,,3288,576.0
2025-11-05,Wednesday,Chocolate Rellena,200,152,48,0,24,9.0,False,,3648,432.0
2025-11-06,Thursday,Chocolate Rellena,202,186,16,0,24,9.0,False,,4464,144.0
2025-11-07,Friday,Chocolate Rellena,201,201,0,11,24,9.0,False,,4824,0.0
2025-11-08,Saturday,Chocolate Rellena,194,194,0,47,24,9.0,False,,4656,0.0
2025-11-09,Sunday,Chocolate Rellena,185,185,0,49,24,9.0,False,,4440,0.0
2025-11-10,Monday,Chocolate Rellena,184,114,70,0,24,9.0,False,,2736,630.0
2025-11-11,Tuesday,Chocolate Rellena,182,128,54,0,24,9.0,False,,3072,486.0
2025-11-12,Wednesday,Chocolate Rellena,181,158,23,0,24,9.0,False,,3792,207.0
2025-11-13,Thursday,Chocolate Rellena,182,173,9,0,24,9.0,False,,4152,81.0
2025-11-14,Friday,Chocolate Rellena,180,180,0,61,24,9.0,False,,4320,0.0
2025-11-15,Saturday,Chocolate Rellena,184,184,0,106,24,9.0,False,Quincena,4416,0.0
2025-11-16,Sunday,Chocolate Rellena,191,191,0,45,24,9.0,False,,4584,0.0
2025-11-17,Monday,Chocolate Rellena,191,135,56,0,24,9.0,False,,3240,504.0
2025-11-18,Tuesday,Chocolate Rellena,194,162,32,0,24,9.0,False,,3888,288.0
2025-11-19,Wednesday,Chocolate Rellena,199,166,33,0,24,9.0,False,,3984,297.0
2025-11-20,Thursday,Chocolate Rellena,200,187,13,0,24,9.0,False,,4488,117.0
2025-11-21,Friday,Chocolate Rellena,202,202,0,27,24,9.0,False,,4848,0.0
2025-11-22,Saturday,Chocolate Rellena,201,201,0,46,24,9.0,False,,4824,0.0
2025-11-23,Sunday,Chocolate Rellena,195,195,0,69,24,9.0,False,,4680,0.0
2025-11-24,Monday,Chocolate Rellena,199,113,86,0,24,9.0,False,,2712,774.0
2025-11-25,Tuesday,Chocolate Rellena,195,166,29,0,24,9.0,False,,3984,261.0
2025-11-26,Wednesday,Chocolate Rellena,196,153,43,0,24,9.0,False,,3672,387.0
2025-11-27,Thursday,Chocolate Rellena,194,179,15,0,24,9.0,False,,4296,135.0
2025-11-28,Friday,Chocolate Rellena,193,193,0,50,24,9.0,False,,4632,0.0
2025-11-29,Saturday,Chocolate Rellena,195,195,0,63,24,9.0,False,,4680,0.0
2025-11-30,Sunday,Chocolate Rellena,197,197,0,91,24,9.0,False,Quincena,4728,0.0
2025-12-01,Monday,Chocolate Rellena,200,155,45,0,24,9.0,False,Quincena,3720,405.0
2025-12-02,Tuesday,Chocolate Rellena,206,136,70,0,24,9.0,False,,3264,630.0
2025-12-03,Wednesday,Chocolate Rellena,202,160,42,0,24,9.0,False,,3840,378.0
2025-12-04,Thursday,Chocolate Rellena,203,165,38,0,24,9.0,False,,3960,342.0
2025-12-05,Friday,Chocolate Rellena,201,201,0,40,24,9.0,False,,4824,0.0
2025-12-06,Saturday,Chocolate Rellena,200,200,0,76,24,9.0,False,,4800,0.0
2025-12-07,Sunday,Chocolate Rellena,203,203,0,1,24,9.0,False,,4872,0.0
2025-12-08,Monday,Chocolate Rellena,191,114,77,0,24,9.0,False,,2736,693.0
2025-12-09,Tuesday,Chocolate Rellena,185,146,39,0,24,9.0,False,,3504,351.0
2025-12-10,Wednesday,Chocolate Rellena,187,168,19,0,24,9.0,False,,4032,171.0
2025-12-11,Thursday,Chocolate Rellena,188,177,11,0,24,9.0,False,,4248,99.0
2025-12-12,Friday,Chocolate Rellena,189,189,0,45,24,9.0,False,,4536,0.0
2025-12-13,Saturday,Chocolate Rellena,188,188,0,86,24,9.0,False,,4512,0.0
2025-12-14,Sunday,Chocolate Rellena,188,188,0,30,24,9.0,False,,4512,0.0
2025-12-15,Monday,Chocolate Rellena,190,132,58,0,24,9.0,False,Quincena,3168,522.0
2025-12-16,Tuesday,Chocolate Rellena,193,142,51,0,24,9.0,False,,3408,459.0
2025-12-17,Wednesday,Chocolate Rellena,192,139,53,0,24,9.0,False,,3336,477.0
2025-12-18,Thursday,Chocolate Rellena,188,175,13,0,24,9.0,False,,4200,117.0
2025-12-19,Friday,Chocolate Rellena,188,188,0,70,24,9.0,False,,4512,0.0
2025-12-20,Saturday,Chocolate Rellena,191,191,0,34,24,9.0,False,,4584,0.0
2025-12-21,Sunday,Chocolate Rellena,184,184,0,93,24,9.0,False,,4416,0.0
2025-12-22,Monday,Chocolate Rellena,193,115,78,0,24,9.0,False,,2760,702.0
2025-12-23,Tuesday,Chocolate Rellena,190,133,57,0,24,9.0,False,,3192,513.0
2025-12-24,Wednesday,Chocolate Rellena,189,147,42,0,24,9.0,False,,3528,378.0
2025-12-25,Thursday,Chocolate Rellena,190,169,21,0,24,9.0,False,,4056,189.0
2025-12-26,Friday,Chocolate Rellena,189,189,0,127,24,9.0,True,,4536,0.0
2025-12-27,Saturday,Chocolate Rellena,197,197,0,61,24,9.0,False,,4728,0.0
2025-12-28,Sunday,Chocolate Rellena,202,202,0,30,24,9.0,False,,4848,0.0
2025-12-29,Monday,Chocolate Rellena,196,125,71,0,24,9.0,False,,3000,639.0
2025-12-30,Tuesday,Chocolate Rellena,197,165,32,0,24,9.0,False,Quincena,3960,288.0
2025-12-31,Wednesday,Chocolate Rellena,202,178,24,0,24,9.0,False,Quincena,4272,216.0
2025-01-01,Wednesday,Azúcar y Canela,140,140,0,19,16,5.5,True,Quincena,2240,0.0
2025-01-02,Thursday,Azúcar y Canela,159,135,24,0,16,5.5,False,,2160,132.0
2025-01-03,Friday,Azúcar y Canela,147,147,0,16,16,5.5,False,,2352,0.0
2025-01-04,Saturday,Azúcar y Canela,152,152,0,57,16,5.5,False,,2432,0.0
2025-01-05,Sunday,Azúcar y Canela,166,166,0,13,16,5.5,False,,2656,0.0
2025-01-06,Monday,Azúcar y Canela,169,78,91,0,16,5.5,False,,1248,500.5
2025-01-07,Tuesday,Azúcar y Canela,154,98,56,0,16,5.5,False,,1568,308.0
2025-01-08,Wednesday,Azúcar y Canela,146,113,33,0,16,5.5,False,,1808,181.5
2025-01-09,Thursday,Azúcar y Canela,139,139,0,185,16,5.5,False,Día de la Policía,2224,0.0
2025-01-10,Friday,Azúcar y Canela,166,166,0,31,16,5.5,False,,2656,0.0
2025-01-11,Saturday,Azúcar y Canela,171,171,0,30,16,5.5,False,,2736,0.0
2025-01-12,Sunday,Azúcar y Canela,170,170,0,37,16,5.5,False,,2720,0.0
2025-01-13,Monday,Azúcar y Canela,174,84,90,0,16,5.5,False,,1344,495.0
2025-01-14,Tuesday,Azúcar y Canela,175,102,73,0,16,5.5,False,,1632,401.5
2025-01-15,Wednesday,Azúcar y Canela,175,143,32,0,16,5.5,False,Quincena,2288,176.0
2025-01-16,Thursday,Azúcar y Canela,180,140,40,0,16,5.5,False,,2240,220.0
2025-01-17,Friday,Azúcar y Canela,153,153,0,23,16,5.5,False,,2448,0.0
2025-01-18,Saturday,Azúcar y Canela,150,150,0,49,16,5.5,False,,2400,0.0
2025-01-19,Sunday,Azúcar y Canela,150,150,0,26,16,5.5,False,,2400,0.0
2025-01-20,Monday,Azúcar y Canela,146,105,41,0,16,5.5,True,,1680,225.5
2025-01-21,Tuesday,Azúcar y Canela,149,120,29,0,16,5.5,False,,1920,159.5
2025-01-22,Wednesday,Azúcar y Canela,151,130,21,0,16,5.5,False,,2080,115.5
2025-01-23,Thursday,Azúcar y Canela,149,131,18,0,16,5.5,False,,2096,99.0
2025-01-24,Friday,Azúcar y Canela,148,148,0,11,16,5.5,False,,2368,0.0
2025-01-25,Saturday,Azúcar y Canela,146,146,0,60,16,5.5,False,,2336,0.0
2025-01-26,Sunday,Azúcar y Canela,147,147,0,13,16,5.5,False,,2352,0.0
2025-01-27,Monday,Azúcar y Canela,144,83,61,0,16,5.5,False,,1328,335.5
2025-01-28,Tuesday,Azúcar y Canela,141,125,16,0,16,5.5,False,,2000,88.0
2025-01-29,Wednesday,Azúcar y Canela,142,126,16,0,16,5.5,False,,2016,88.0
2025-01-30,Thursday,Azúcar y Canela,141,141,0,10,16,5.5,False,Quincena,2256,0.0
2025-01-31,Friday,Azúcar y Canela,144,144,0,45,16,5.5,False,Quincena,2304,0.0
2025-02-01,Saturday,Azúcar y Canela,149,149,0,84,16,5.5,False,Quincena,2384,0.0
2025-02-02,Sunday,Azúcar y Canela,152,152,0,29,16,5.5,False,,2432,0.0
2025-02-03,Monday,Azúcar y Canela,155,90,65,0,16,5.5,False,,1440,357.5
2025-02-04,Tuesday,Azúcar y Canela,156,102,54,0,16,5.5,False,,1632,297.0
2025-02-05,Wednesday,Azúcar y Canela,153,119,34,0,16,5.5,False,,1904,187.0
2025-02-06,Thursday,Azúcar y Canela,152,131,21,0,16,5.5,False,,2096,115.5
2025-02-07,Friday,Azúcar y Canela,149,149,0,25,16,5.5,False,,2384,0.0
2025-02-08,Saturday,Azúcar y Canela,147,147,0,49,16,5.5,False,,2352,0.0
2025-02-09,Sunday,Azúcar y Canela,142,142,0,12,16,5.5,False,,2272,0.0
2025-02-10,Monday,Azúcar y Canela,138,97,41,0,16,5.5,False,,1552,225.5
2025-02-11,Tuesday,Azúcar y Canela,139,117,22,0,16,5.5,False,,1872,121.0
2025-02-12,Wednesday,Azúcar y Canela,141,112,29,0,16,5.5,False,,1792,159.5
2025-02-13,Thursday,Azúcar y Canela,140,140,0,19,16,5.5,False,,2240,0.0
2025-02-14,Friday,Azúcar y Canela,144,144,0,12,16,5.5,False,,2304,0.0
2025-02-15,Saturday,Azúcar y Canela,142,142,0,73,16,5.5,False,Quincena,2272,0.0
2025-02-16,Sunday,Azúcar y Canela,144,144,0,33,16,5.5,False,,2304,0.0
2025-02-17,Monday,Azúcar y Canela,148,98,50,0,16,5.5,False,,1568,275.0
2025-02-18,Tuesday,Azúcar y Canela,148,97,51,0,16,5.5,False,,1552,280.5
2025-02-19,Wednesday,Azúcar y Canela,145,132,13,0,16,5.5,False,,2112,71.5
2025-02-20,Thursday,Azúcar y Canela,148,148,0,8,16,5.5,False,,2368,0.0
2025-02-21,Friday,Azúcar y Canela,147,147,0,43,16,5.5,False,,2352,0.0
2025-02-22,Saturday,Azúcar y Canela,152,152,0,98,16,5.5,False,,2432,0.0
2025-02-23,Sunday,Azúcar y Canela,157,157,0,32,16,5.5,False,,2512,0.0
2025-02-24,Monday,Azúcar y Canela,159,92,67,0,16,5.5,False,,1472,368.5
2025-02-25,Tuesday,Azúcar y Canela,158,135,23,0,16,5.5,True,,2160,126.5
2025-02-26,Wednesday,Azúcar y Canela,163,124,39,0,16,5.5,False,,1984,214.5
2025-02-27,Thursday,Azúcar y Canela,162,151,11,0,16,5.5,False,,2416,60.5
2025-02-28,Friday,Azúcar y Canela,162,162,0,24,16,5.5,False,,2592,0.0
2025-03-01,Saturday,Azúcar y Canela,161,161,0,83,16,5.5,False,Quincena,2576,0.0
2025-03-02,Sunday,Azúcar y Canela,160,160,0,18,16,5.5,False,,2560,0.0
2025-03-03,Monday,Azúcar y Canela,159,102,57,0,16,5.5,False,,1632,313.5
2025-03-04,Tuesday,Azúcar y Canela,160,119,41,0,16,5.5,False,,1904,225.5
2025-03-05,Wednesday,Azúcar y Canela,158,120,38,0,16,5.5,False,,1920,209.0
2025-03-06,Thursday,Azúcar y Canela,157,120,37,0,16,5.5,False,,1920,203.5
2025-03-07,Friday,Azúcar y Canela,153,153,0,11,16,5.5,False,,2448,0.0
2025-03-08,Saturday,Azúcar y Canela,150,150,0,56,16,5.5,False,,2400,0.0
2025-03-09,Sunday,Azúcar y Canela,144,144,0,69,16,5.5,False,,2304,0.0
2025-03-10,Monday,Azúcar y Canela,149,83,66,0,16,5.5,False,,1328,363.0
2025-03-11,Tuesday,Azúcar y Canela,146,107,39,0,16,5.5,False,,1712,214.5
2025-03-12,Wednesday,Azúcar y Canela,145,127,18,0,16,5.5,False,,2032,99.0
2025-03-13,Thursday,Azúcar y Canela,146,145,1,0,16,5.5,False,,2320,5.5
2025-03-14,Friday,Azúcar y Canela,149,149,0,55,16,5.5,False,,2384,0.0
2025-03-15,Saturday,Azúcar y Canela,155,155,0,88,16,5.5,False,Quincena,2480,0.0
2025-03-16,Sunday,Azúcar y Canela,160,160,0,35,16,5.5,False,,2560,0.0
2025-03-17,Monday,Azúcar y Canela,158,94,64,0,16,5.5,False,,1504,352.0
2025-03-18,Tuesday,Azúcar y Canela,159,116,43,0,16,5.5,False,,1856,236.5
2025-03-19,Wednesday,Azúcar y Canela,161,117,44,0,16,5.5,False,,1872,242.0
2025-03-20,Thursday,Azúcar y Canela,159,149,10,0,16,5.5,False,,2384,55.0
2025-03-21,Friday,Azúcar y Canela,160,160,0,50,16,5.5,False,,2560,0.0
2025-03-22,Saturday,Azúcar y Canela,161,161,0,55,16,5.5,False,,2576,0.0
2025-03-23,Sunday,Azúcar y Canela,157,157,0,28,16,5.5,False,,2512,0.0
2025-03-24,Monday,Azúcar y Canela,155,89,66,0,16,5.5,False,,1424,363.0
2025-03-25,Tuesday,Azúcar y Canela,155,108,47,0,16,5.5,False,,1728,258.5
2025-03-26,Wednesday,Azúcar y Canela,153,133,20,0,16,5.5,False,,2128,110.0
2025-03-27,Thursday,Azúcar y Canela,156,135,21,0,16,5.5,False,,2160,115.5
2025-03-28,Friday,Azúcar y Canela,154,154,0,2,16,5.5,False,,2464,0.0
2025-03-29,Saturday,Azúcar y Canela,146,146,0,69,16,5.5,False,,2336,0.0
2025-03-30,Sunday,Azúcar y Canela,146,146,0,68,16,5.5,False,Quincena,2336,0.0
2025-03-31,Monday,Azúcar y Canela,150,113,37,0,16,5.5,False,Quincena,1808,203.5
2025-04-01,Tuesday,Azúcar y Canela,153,118,35,0,16,5.5,False,Quincena,1888,192.5
2025-04-02,Wednesday,Azúcar y Canela,155,118,37,0,16,5.5,False,,1888,203.5
2025-04-03,Thursday,Azúcar y Canela,153,146,7,0,16,5.5,False,,2336,38.5
2025-04-04,Friday,Azúcar y Canela,154,154,0,16,16,5.5,False,,2464,0.0
2025-04-05,Saturday,Azúcar y Canela,156,156,0,49,16,5.5,False,,2496,0.0
2025-04-06,Sunday,Azúcar y Canela,155,155,0,59,16,5.5,False,,2480,0.0
2025-04-07,Monday,Azúcar y Canela,155,97,58,0,16,5.5,False,,1552,319.0
2025-04-08,Tuesday,Azúcar y Canela,153,124,29,0,16,5.5,False,,1984,159.5
2025-04-09,Wednesday,Azúcar y Canela,153,131,22,0,16,5.5,False,,2096,121.0
2025-04-10,Thursday,Azúcar y Canela,155,145,10,0,16,5.5,False,,2320,55.0
2025-04-11,Friday,Azúcar y Canela,155,155,0,57,16,5.5,False,,2480,0.0
2025-04-12,Saturday,Azúcar y Canela,161,161,0,46,16,5.5,False,,2576,0.0
2025-04-13,Sunday,Azúcar y Canela,161,161,0,6,16,5.5,False,,2576,0.0
2025-04-14,Monday,Azúcar y Canela,155,95,60,0,16,5.5,False,,1520,330.0
2025-04-15,Tuesday,Azúcar y Canela,154,127,27,0,16,5.5,False,Quincena,2032,148.5
2025-04-16,Wednesday,Azúcar y Canela,155,112,43,0,16,5.5,False,,1792,236.5
2025-04-17,Thursday,Azúcar y Canela,152,145,7,0,16,5.5,False,,2320,38.5
2025-04-18,Friday,Azúcar y Canela,152,152,0,18,16,5.5,False,,2432,0.0
2025-04-19,Saturday,Azúcar y Canela,146,146,0,26,16,5.5,False,,2336,0.0
2025-04-20,Sunday,Azúcar y Canela,141,141,0,165,16,5.5,False,Feria Local de Primavera,2256,0.0
2025-04-21,Monday,Azúcar y Canela,161,150,11,0,16,5.5,False,Feria Local de Primavera,2400,60.5
2025-04-22,Tuesday,Azúcar y Canela,169,169,0,12,16,5.5,False,Feria Local de Primavera,2704,0.0
2025-04-23,Wednesday,Azúcar y Canela,177,168,9,0,16,5.5,False,Feria Local de Primavera,2688,49.5
2025-04-24,Thursday,Azúcar y Canela,185,185,0,42,16,5.5,False,Feria Local de Primavera,2960,0.0
2025-04-25,Friday,Azúcar y Canela,196,196,0,125,16,5.5,False,Feria Local de Primavera,3136,0.0
2025-04-26,Saturday,Azúcar y Canela,218,218,0,87,16,5.5,False,Feria Local de Primavera,3488,0.0
2025-04-27,Sunday,Azúcar y Canela,237,237,0,71,16,5.5,False,Feria Local de Primavera,3792,0.0
2025-04-28,Monday,Azúcar y Canela,237,146,91,0,16,5.5,False,Feria Local de Primavera,2336,500.5
2025-04-29,Tuesday,Azúcar y Canela,237,174,63,0,16,5.5,False,Feria Local de Primavera,2784,346.5
2025-04-30,Wednesday,Azúcar y Canela,236,202,34,0,16,5.5,False,Feria Local de Primavera,3232,187.0
2025-05-01,Thursday,Azúcar y Canela,240,141,99,0,16,5.5,False,Quincena,2256,544.5
2025-05-02,Friday,Azúcar y Canela,228,228,0,31,16,5.5,True,,3648,0.0
2025-05-03,Saturday,Azúcar y Canela,219,206,13,0,16,5.5,False,,3296,71.5
2025-05-04,Sunday,Azúcar y Canela,205,201,4,0,16,5.5,False,,3216,22.0
2025-05-05,Monday,Azúcar y Canela,190,91,99,0,16,5.5,False,,1456,544.5
2025-05-06,Tuesday,Azúcar y Canela,182,109,73,0,16,5.5,False,,1744,401.5
2025-05-07,Wednesday,Azúcar y Canela,173,121,52,0,16,5.5,False,,1936,286.0
2025-05-08,Thursday,Azúcar y Canela,161,161,0,30,16,5.5,True,,2576,0.0
2025-05-09,Friday,Azúcar y Canela,168,168,0,32,16,5.5,False,,2688,0.0
2025-05-10,Saturday,Azúcar y Canela,160,160,0,57,16,5.5,False,,2560,0.0
2025-05-11,Sunday,Azúcar y Canela,161,161,0,40,16,5.5,False,,2576,0.0
2025-05-12,Monday,Azúcar y Canela,161,104,57,0,16,5.5,False,,1664,313.5
2025-05-13,Tuesday,Azúcar y Canela,163,115,48,0,16,5.5,False,,1840,264.0
2025-05-14,Wednesday,Azúcar y Canela,164,124,40,0,16,5.5,False,,1984,220.0
2025-05-15,Thursday,Azúcar y Canela,165,165,0,8,16,5.5,False,Quincena,2640,0.0
2025-05-16,Friday,Azúcar y Canela,162,142,20,0,16,5.5,False,,2272,110.0
2025-05-17,Saturday,Azúcar y Canela,154,154,0,20,16,5.5,False,,2464,0.0
2025-05-18,Sunday,Azúcar y Canela,148,148,0,49,16,5.5,False,,2368,0.0
2025-05-19,Monday,Azúcar y Canela,147,95,52,0,16,5.5,False,,1520,286.0
2025-05-20,Tuesday,Azúcar y Canela,146,146,0,13,16,5.5,True,,2336,0.0
2025-05-21,Wednesday,Azúcar y Canela,152,112,40,0,16,5.5,False,,1792,220.0
2025-05-22,Thursday,Azúcar y Canela,150,150,0,15,16,5.5,False,,2400,0.0
2025-05-23,Friday,Azúcar y Canela,149,149,0,38,16,5.5,False,,2384,0.0
2025-05-24,Saturday,Azúcar y Canela,156,156,0,53,16,5.5,False,,2496,0.0
2025-05-25,Sunday,Azúcar y Canela,161,161,0,44,16,5.5,False,,2576,0.0
2025-05-26,Monday,Azúcar y Canela,162,105,57,0,16,5.5,False,,1680,313.5
2025-05-27,Tuesday,Azúcar y Canela,163,115,48,0,16,5.5,False,,1840,264.0
2025-05-28,Wednesday,Azúcar y Canela,157,129,28,0,16,5.5,False,,2064,154.0
2025-05-29,Thursday,Azúcar y Canela,159,144,15,0,16,5.5,False,,2304,82.5
2025-05-30,Friday,Azúcar y Canela,156,156,0,70,16,5.5,False,Quincena,2496,0.0
2025-05-31,Saturday,Azúcar y Canela,162,162,0,85,16,5.5,False,Quincena,2592,0.0
2025-06-01,Sunday,Azúcar y Canela,167,167,0,64,16,5.5,False,Quincena,2672,0.0
2025-06-02,Monday,Azúcar y Canela,171,88,83,0,16,5.5,False,,1408,456.5
2025-06-03,Tuesday,Azúcar y Canela,169,122,47,0,16,5.5,False,,1952,258.5
2025-06-04,Wednesday,Azúcar y Canela,170,164,6,0,16,5.5,False,,2624,33.0
